schemaVersion,runId,time,agent,position,x,y,target,action,actionSource,pathLength,stepDistance,totalDisplacement,moveUsePosition,moveX,moveY,clearTarget,clearUseTarget,clearX,clearY,clearRequestTarget,moveRequestTarget,moveCount,clearCount,restCount,otherActionCount,targetChangeCount,samePositionStreak,maxSamePositionStreak,possibleStuck,stuckStatus,failedMoveStreak,confirmedStuckEvents,clearModuleCalls,clearNullResults,clearActionResults,clearMoveResults,clearRestResults,moveModuleCalls,moveNullResults,moveActionResults,moveRestResults,fallbackRestCount,clearCalcUs,moveCalcUs
"URF_POLICE_OBS_V2","20260912-212916",1,896929396,8572,529423.0,918034.0,56830,"MOVE","MOVE_MODULE",9,0.0,0.0,false,0,0,,false,0,0,56830,56830,1,0,0,0,1,0,0,false,"MOVE_PENDING",0,0,1,1,0,0,0,1,0,1,0,0,16.26,21.45
"URF_POLICE_OBS_V2","20260912-212916",2,896929396,8572,539189.0,927605.0,56830,"MOVE","MOVE_MODULE",9,13674.019050739984,13674.019050739984,false,0,0,,false,0,0,56830,56830,2,0,0,0,1,1,1,false,"MOVE_PENDING",0,0,2,2,0,0,0,2,0,2,0,0,31.339,62.888
"URF_POLICE_OBS_V2","20260912-212916",3,896929396,8572,540048.0,928442.0,56830,"MOVE","MOVE_MODULE",9,1199.353992781114,14873.373043521098,false,0,0,,false,0,0,56830,56830,3,0,0,0,1,2,2,false,"MOVE_PENDING",0,0,3,3,0,0,0,3,0,3,0,0,29.034,42.629
"URF_POLICE_OBS_V2","20260912-212916",4,896929396,8572,523259.0,896264.0,56830,"MOVE","MOVE_MODULE",9,36294.54786879153,51167.92091231263,false,0,0,,false,0,0,56830,56830,4,0,0,0,1,3,3,false,"MOVE_PENDING",0,0,4,4,0,0,0,4,0,4,0,0,16.842,11.331
"URF_POLICE_OBS_V2","20260912-212916",5,896929396,9175,508155.0,866653.0,56830,"MOVE","MOVE_MODULE",8,33240.66992405538,84408.590836368,false,0,0,,false,0,0,56830,56830,5,0,0,0,1,0,3,false,"MOVE_PENDING",0,0,5,5,0,0,0,5,0,5,0,0,16.651,10.099
"URF_POLICE_OBS_V2","20260912-212916",6,896929396,17770,535322.0,848638.0,56830,"MOVE","MOVE_MODULE",6,32597.33292771051,117005.92376407851,false,0,0,,false,0,0,56830,56830,6,0,0,0,1,0,3,false,"MOVE_PENDING",0,0,6,6,0,0,0,6,0,6,0,0,24.306,24.516
"URF_POLICE_OBS_V2","20260912-212916",7,896929396,17779,569120.0,834558.0,56830,"MOVE","MOVE_MODULE",4,36613.53853426353,153619.46229834203,false,0,0,,false,0,0,56830,56830,7,0,0,0,1,0,3,false,"MOVE_PENDING",0,0,7,7,0,0,0,7,0,7,0,0,12.444,6.853
"URF_POLICE_OBS_V2","20260912-212916",8,896929396,56830,575714.0,814945.0,43167,"MOVE","MOVE_MODULE",52,20691.800429155508,174311.26272749752,false,0,0,,false,0,0,43167,43167,8,0,0,0,2,0,3,false,"MOVE_PENDING",0,0,8,8,0,0,0,8,0,8,0,0,19.787,568.542
"URF_POLICE_OBS_V2","20260912-212916",9,896929396,17779,563856.0,837611.0,43167,"MOVE","MOVE_MODULE",48,25580.455820801944,199891.71854829945,false,0,0,,false,0,0,43167,43167,9,0,0,0,2,0,3,false,"MOVE_PENDING",0,0,9,9,0,0,0,9,0,9,0,0,37.28,577.248
"URF_POLICE_OBS_V2","20260912-212916",10,896929396,17770,526419.0,852913.0,43167,"MOVE","MOVE_MODULE",46,40443.54303223198,240335.26158053143,false,0,0,,false,0,0,43167,43167,10,0,0,0,2,0,3,false,"MOVE_PENDING",0,0,10,10,0,0,0,10,0,10,0,0,29.456,845.259
"URF_POLICE_OBS_V2","20260912-212916",11,896929396,15628,490176.0,870907.0,43167,"MOVE","MOVE_MODULE",44,40464.04681936793,280799.30839989934,false,0,0,,false,0,0,43167,43167,11,0,0,0,2,0,3,false,"MOVE_PENDING",0,0,11,11,0,0,0,11,0,11,0,0,13.836,497.108
"URF_POLICE_OBS_V2","20260912-212916",12,896929396,15538,454636.0,890135.0,43167,"MOVE","MOVE_MODULE",38,40408.013858639475,321207.3222585388,false,0,0,,false,0,0,43167,43167,12,0,0,0,2,0,3,false,"MOVE_PENDING",0,0,12,12,0,0,0,12,0,12,0,0,11.532,231.662
"URF_POLICE_OBS_V2","20260912-212916",13,896929396,15556,418560.0,908215.0,43167,"MOVE","MOVE_MODULE",36,40352.99463484711,361560.3168933859,false,0,0,,false,0,0,43167,43167,13,0,0,0,2,0,3,false,"MOVE_PENDING",0,0,13,13,0,0,0,13,0,13,0,0,35.256,574.113
"URF_POLICE_OBS_V2","20260912-212916",14,896929396,15484,380385.0,921507.0,43167,"MOVE","MOVE_MODULE",33,40422.86344384821,401983.1803372341,false,0,0,,false,0,0,43167,43167,14,0,0,0,2,0,3,false,"MOVE_PENDING",0,0,14,14,0,0,0,14,0,14,0,0,35.716,517.878
"URF_POLICE_OBS_V2","20260912-212916",15,896929396,15502,341579.0,932955.0,43167,"MOVE","MOVE_MODULE",30,40459.39124603829,442442.5715832724,false,0,0,,false,0,0,43167,43167,15,0,0,0,2,0,3,false,"MOVE_PENDING",0,0,15,15,0,0,0,15,0,15,0,0,28.443,200.004
"URF_POLICE_OBS_V2","20260912-212916",16,896929396,15511,302727.0,942884.0,43167,"MOVE","MOVE_MODULE",28,40100.660156660764,482543.2317399332,false,0,0,,false,0,0,43167,43167,16,0,0,0,2,0,3,false,"MOVE_PENDING",0,0,16,16,0,0,0,16,0,16,0,0,27.792,393.124
"URF_POLICE_OBS_V2","20260912-212916",17,896929396,15979,263204.0,946536.0,43167,"MOVE","MOVE_MODULE",23,39691.3672352062,522234.5989751394,false,0,0,,false,0,0,43167,43167,17,0,0,0,2,0,3,false,"MOVE_PENDING",0,0,17,17,0,0,0,17,0,17,0,0,27.271,216.184
"URF_POLICE_OBS_V2","20260912-212916",18,896929396,15862,223650.0,954809.0,43167,"MOVE","MOVE_MODULE",17,40409.917656436766,562644.5166315761,false,0,0,,false,0,0,43167,43167,18,0,0,0,2,0,3,false,"MOVE_PENDING",0,0,18,18,0,0,0,18,0,18,0,0,28.153,93.666
"URF_POLICE_OBS_V2","20260912-212916",19,896929396,15781,184077.0,962872.0,43167,"MOVE","MOVE_MODULE",9,40386.06564150561,603030.5822730818,false,0,0,,false,0,0,43167,43167,19,0,0,0,2,0,3,false,"MOVE_PENDING",0,0,19,19,0,0,0,19,0,19,0,0,31.729,8.256
"URF_POLICE_OBS_V2","20260912-212916",20,896929396,62876,145355.0,972155.0,43167,"MOVE","MOVE_MODULE",5,39819.1834798254,642849.7657529071,false,0,0,,false,0,0,43167,43167,20,0,0,0,2,0,3,false,"MOVE_PENDING",0,0,20,20,0,0,0,20,0,20,0,0,29.776,24.065
"URF_POLICE_OBS_V2","20260912-212916",21,896929396,1168,148565.0,948154.0,43167,"CLEAR","CLEAR_MODULE",0,24214.70836082896,667064.4741137361,false,0,0,2140742466,true,0,0,43167,43167,20,1,0,0,2,0,3,false,"CLEARING",0,0,21,20,1,0,0,20,0,20,0,0,123.411,24.065
"URF_POLICE_OBS_V2","20260912-212916",22,896929396,1168,148565.0,948154.0,43167,"CLEAR","CLEAR_MODULE",0,0.0,667064.4741137361,false,0,0,2140742467,true,0,0,43167,43167,20,2,0,0,2,1,3,false,"CLEARING",0,0,22,20,2,0,0,20,0,20,0,0,128.58,24.065
"URF_POLICE_OBS_V2","20260912-212916",23,896929396,1168,148565.0,948154.0,43167,"CLEAR","CLEAR_MODULE",0,0.0,667064.4741137361,false,0,0,2140742466,true,0,0,43167,43167,20,3,0,0,2,2,3,false,"CLEARING",0,0,23,20,3,0,0,20,0,20,0,0,50.284,24.065
"URF_POLICE_OBS_V2","20260912-212916",24,896929396,1168,148565.0,948154.0,43167,"MOVE","MOVE_MODULE",1,0.0,667064.4741137361,false,0,0,,false,0,0,43167,43167,21,3,0,0,2,3,3,false,"MOVE_PENDING",0,0,24,21,3,0,0,21,0,21,0,0,21.861,6.883
"URF_POLICE_OBS_V2","20260912-212916",25,896929396,43167,145829.0,946127.0,25405,"MOVE","MOVE_MODULE",44,3405.058736644641,670469.5328503808,false,0,0,,false,0,0,25405,25405,22,3,0,0,3,0,3,false,"MOVE_PENDING",0,0,25,22,3,0,0,22,0,22,0,0,11.943,1297.935
"URF_POLICE_OBS_V2","20260912-212916",26,896929396,62877,121872.0,940299.0,25405,"MOVE","MOVE_MODULE",37,24655.69777962084,695125.2306300016,false,0,0,,false,0,0,25405,25405,23,3,0,0,3,0,3,false,"MOVE_PENDING",0,0,26,23,3,0,0,23,0,23,0,0,23.684,1349.852
"URF_POLICE_OBS_V2","20260912-212916",27,896929396,15718,95830.0,915625.0,25405,"MOVE","MOVE_MODULE",35,35874.67128769266,730999.9019176943,false,0,0,,false,0,0,25405,25405,24,3,0,0,3,0,3,false,"MOVE_PENDING",0,0,27,24,3,0,0,24,0,24,0,0,9.849,704.336
"URF_POLICE_OBS_V2","20260912-212916",28,896929396,15718,76339.0,880546.0,25405,"MOVE","MOVE_MODULE",35,40130.22952837424,771130.1314460685,false,0,0,,false,0,0,25405,25405,25,3,0,0,3,1,3,false,"MOVE_PENDING",0,0,28,25,3,0,0,25,0,25,0,0,15.178,662.327
"URF_POLICE_OBS_V2","20260912-212916",29,896929396,11560,72982.0,852191.0,25405,"MOVE","MOVE_MODULE",32,28553.02915629093,799683.1606023595,false,0,0,,false,0,0,25405,25405,26,3,0,0,3,0,3,false,"MOVE_PENDING",0,0,29,26,3,0,0,26,0,26,0,0,10.119,859.196
"URF_POLICE_OBS_V2","20260912-212916",30,896929396,11560,98693.0,823013.0,25405,"MOVE","MOVE_MODULE",32,38889.73135674763,838572.8919591071,false,0,0,,false,0,0,25405,25405,27,3,0,0,3,1,3,false,"MOVE_PENDING",0,0,30,27,3,0,0,27,0,27,0,0,23.113,414.604
"URF_POLICE_OBS_V2","20260912-212916",31,896929396,11560,125801.0,793315.0,25405,"MOVE","MOVE_MODULE",32,40209.63650668829,878782.5284657954,false,0,0,,false,0,0,25405,25405,28,3,0,0,3,2,3,false,"MOVE_PENDING",0,0,31,28,3,0,0,28,0,28,0,0,12.684,447.726
"URF_POLICE_OBS_V2","20260912-212916",32,896929396,11479,152917.0,763395.0,25405,"MOVE","MOVE_MODULE",30,40379.250314982324,919161.7787807778,false,0,0,,false,0,0,25405,25405,29,3,0,0,3,0,3,false,"MOVE_PENDING",0,0,32,29,3,0,0,29,0,29,0,0,7.154,1235.82
"URF_POLICE_OBS_V2","20260912-212916",33,896929396,11479,180637.0,733894.0,25405,"MOVE","MOVE_MODULE",30,40480.95108813527,959642.7298689131,false,0,0,,false,0,0,25405,25405,30,3,0,0,3,1,3,false,"MOVE_PENDING",0,0,33,30,3,0,0,30,0,30,0,0,7.654,1364.299
"URF_POLICE_OBS_V2","20260912-212916",34,896929396,11479,208381.0,704416.0,25405,"MOVE","MOVE_MODULE",30,40480.63759379291,1000123.3674627059,false,0,0,,false,0,0,25405,25405,31,3,0,0,3,2,3,false,"MOVE_PENDING",0,0,34,31,3,0,0,31,0,31,0,0,20.358,628.144
"URF_POLICE_OBS_V2","20260912-212916",35,896929396,11470,238475.0,677704.0,25405,"MOVE","MOVE_MODULE",28,40239.033040071925,1040362.4005027779,false,0,0,,false,0,0,25405,25405,32,3,0,0,3,0,3,false,"MOVE_PENDING",0,0,35,32,3,0,0,32,0,32,0,0,8.756,1118.43
"URF_POLICE_OBS_V2","20260912-212916",36,896929396,11461,270432.0,653110.0,25405,"MOVE","MOVE_MODULE",26,40325.11233710329,1080687.5128398812,false,0,0,,false,0,0,25405,25405,33,3,0,0,3,0,3,false,"MOVE_PENDING",0,0,36,33,3,0,0,33,0,33,0,0,8.606,992.155
"URF_POLICE_OBS_V2","20260912-212916",37,896929396,11461,302970.0,629035.0,25405,"MOVE","MOVE_MODULE",26,40476.25314922319,1121163.7659891045,false,0,0,,false,0,0,25405,25405,34,3,0,0,3,1,3,false,"MOVE_PENDING",0,0,37,34,3,0,0,34,0,34,0,0,9.448,1073.056
"URF_POLICE_OBS_V2","20260912-212916",38,896929396,11452,335494.0,605064.0,25405,"MOVE","MOVE_MODULE",25,40403.2104788716,1161566.976467976,false,0,0,,false,0,0,25405,25405,35,3,0,0,3,0,3,false,"MOVE_PENDING",0,0,38,35,3,0,0,35,0,35,0,0,15.95,224.44
