schemaVersion,runId,time,agent,position,x,y,target,action,actionSource,pathLength,stepDistance,totalDisplacement,moveUsePosition,moveX,moveY,clearTarget,clearUseTarget,clearX,clearY,clearRequestTarget,moveRequestTarget,moveCount,clearCount,restCount,otherActionCount,targetChangeCount,samePositionStreak,maxSamePositionStreak,possibleStuck,stuckStatus,failedMoveStreak,confirmedStuckEvents,clearModuleCalls,clearNullResults,clearActionResults,clearMoveResults,clearRestResults,moveModuleCalls,moveNullResults,moveActionResults,moveRestResults,fallbackRestCount,clearCalcUs,moveCalcUs
"URF_POLICE_OBS_V2","20260912-212916",1,2133483186,8572,529423.0,918034.0,56830,"MOVE","MOVE_MODULE",9,0.0,0.0,false,0,0,,false,0,0,56830,56830,1,0,0,0,1,0,0,false,"MOVE_PENDING",0,0,1,1,0,0,0,1,0,1,0,0,10.069,14.427
"URF_POLICE_OBS_V2","20260912-212916",2,2133483186,8572,536860.0,923374.0,56830,"MOVE","MOVE_MODULE",9,9155.575842075692,9155.575842075692,false,0,0,,false,0,0,56830,56830,2,0,0,0,1,1,1,false,"MOVE_PENDING",0,0,2,2,0,0,0,2,0,2,0,0,7.925,14.818
"URF_POLICE_OBS_V2","20260912-212916",3,2133483186,8572,535862.0,923350.0,56830,"MOVE","MOVE_MODULE",9,998.2885354445377,10153.864377520229,false,0,0,,false,0,0,56830,56830,3,0,0,0,1,2,2,false,"MOVE_PENDING",0,0,3,3,0,0,0,3,0,3,0,0,7.514,18.695
"URF_POLICE_OBS_V2","20260912-212916",4,2133483186,8572,521485.0,893563.0,56830,"MOVE","MOVE_MODULE",9,33075.1190171706,43228.983394690826,false,0,0,,false,0,0,56830,56830,4,0,0,0,1,3,3,false,"MOVE_PENDING",0,0,4,4,0,0,0,4,0,4,0,0,7.133,12.473
"URF_POLICE_OBS_V2","20260912-212916",5,2133483186,5784,508790.0,863502.0,56830,"MOVE","MOVE_MODULE",7,32631.683162227473,75860.6665569183,false,0,0,,false,0,0,56830,56830,5,0,0,0,1,0,3,false,"MOVE_PENDING",0,0,5,5,0,0,0,5,0,5,0,0,9.458,8.686
"URF_POLICE_OBS_V2","20260912-212916",6,2133483186,17770,539528.0,846090.0,56830,"MOVE","MOVE_MODULE",6,35327.07726376469,111187.74382068298,false,0,0,,false,0,0,56830,56830,6,0,0,0,1,0,3,false,"MOVE_PENDING",0,0,6,6,0,0,0,6,0,6,0,0,15.769,12.202
"URF_POLICE_OBS_V2","20260912-212916",7,2133483186,17779,573139.0,833362.0,56830,"MOVE","MOVE_MODULE",4,35940.2463124559,147127.9901331389,false,0,0,,false,0,0,56830,56830,7,0,0,0,1,0,3,false,"MOVE_PENDING",0,0,7,7,0,0,0,7,0,7,0,0,10.45,13.786
"URF_POLICE_OBS_V2","20260912-212916",8,2133483186,56830,576104.0,814772.0,43167,"MOVE","MOVE_MODULE",52,18824.96547141588,165952.95560455477,false,0,0,,false,0,0,43167,43167,8,0,0,0,2,0,3,false,"MOVE_PENDING",0,0,8,8,0,0,0,8,0,8,0,0,6.983,384.629
"URF_POLICE_OBS_V2","20260912-212916",9,2133483186,17779,569624.0,835603.0,43167,"MOVE","MOVE_MODULE",48,21815.612780758645,187768.5683853134,false,0,0,,false,0,0,43167,43167,9,0,0,0,2,0,3,false,"MOVE_PENDING",0,0,9,9,0,0,0,9,0,9,0,0,9.298,370.883
"URF_POLICE_OBS_V2","20260912-212916",10,2133483186,17770,536621.0,849419.0,43167,"MOVE","MOVE_MODULE",46,35778.2037698932,223546.77215520662,false,0,0,,false,0,0,43167,43167,10,0,0,0,2,0,3,false,"MOVE_PENDING",0,0,10,10,0,0,0,10,0,10,0,0,9.858,282.778
"URF_POLICE_OBS_V2","20260912-212916",11,2133483186,5784,504807.0,864284.0,43167,"MOVE","MOVE_MODULE",45,35115.50684526709,258662.2790004737,false,0,0,,false,0,0,43167,43167,11,0,0,0,2,0,3,false,"MOVE_PENDING",0,0,11,11,0,0,0,11,0,11,0,0,28.112,338.493
"URF_POLICE_OBS_V2","20260912-212916",12,2133483186,15520,473335.0,880094.0,43167,"MOVE","MOVE_MODULE",40,35219.92169213328,293882.200692607,false,0,0,,false,0,0,43167,43167,12,0,0,0,2,0,3,false,"MOVE_PENDING",0,0,12,12,0,0,0,12,0,12,0,0,10.78,249.847
"URF_POLICE_OBS_V2","20260912-212916",13,2133483186,15538,441807.0,897361.0,43167,"MOVE","MOVE_MODULE",38,35946.68375525063,329828.8844478576,false,0,0,,false,0,0,43167,43167,13,0,0,0,2,0,3,false,"MOVE_PENDING",0,0,13,13,0,0,0,13,0,13,0,0,8.817,93.475
"URF_POLICE_OBS_V2","20260912-212916",14,2133483186,15574,409104.0,912090.0,43167,"MOVE","MOVE_MODULE",35,35866.83217124144,365695.7166190991,false,0,0,,false,0,0,43167,43167,14,0,0,0,2,0,3,false,"MOVE_PENDING",0,0,14,14,0,0,0,14,0,14,0,0,8.907,82.374
"URF_POLICE_OBS_V2","20260912-212916",15,2133483186,15484,374891.0,923132.0,43167,"MOVE","MOVE_MODULE",33,35950.73202314523,401646.44864224433,false,0,0,,false,0,0,43167,43167,15,0,0,0,2,0,3,false,"MOVE_PENDING",0,0,15,15,0,0,0,15,0,15,0,0,7.754,99.676
"URF_POLICE_OBS_V2","20260912-212916",16,2133483186,15502,340548.0,933076.0,43167,"MOVE","MOVE_MODULE",30,35753.66813349366,437400.11677573796,false,0,0,,false,0,0,43167,43167,16,0,0,0,2,0,3,false,"MOVE_PENDING",0,0,16,16,0,0,0,16,0,16,0,0,8.155,74.729
"URF_POLICE_OBS_V2","20260912-212916",17,2133483186,15511,305818.0,942298.0,43167,"MOVE","MOVE_MODULE",28,35933.5245140245,473333.64128976245,false,0,0,,false,0,0,43167,43167,17,0,0,0,2,0,3,false,"MOVE_PENDING",0,0,17,17,0,0,0,17,0,17,0,0,10.45,54.322
"URF_POLICE_OBS_V2","20260912-212916",18,2133483186,15925,270326.0,945332.0,43167,"MOVE","MOVE_MODULE",25,35621.44326104713,508955.0845508096,false,0,0,,false,0,0,43167,43167,18,0,0,0,2,0,3,false,"MOVE_PENDING",0,0,18,18,0,0,0,18,0,18,0,0,9.027,58.239
"URF_POLICE_OBS_V2","20260912-212916",19,2133483186,15880,235052.0,952358.0,43167,"MOVE","MOVE_MODULE",19,35966.92580691322,544922.0103577228,false,0,0,,false,0,0,43167,43167,19,0,0,0,2,0,3,false,"MOVE_PENDING",0,0,19,19,0,0,0,19,0,19,0,0,10.46,33.602
"URF_POLICE_OBS_V2","20260912-212916",20,2133483186,3066,199823.0,959588.0,43167,"MOVE","MOVE_MODULE",12,35963.24986705178,580885.2602247745,false,0,0,,false,0,0,43167,43167,20,0,0,0,2,0,3,false,"MOVE_PENDING",0,0,20,20,0,0,0,20,0,20,0,0,8.486,10.479
"URF_POLICE_OBS_V2","20260912-212916",21,2133483186,15835,164586.0,966812.0,43167,"MOVE","MOVE_MODULE",7,35969.881081260195,616855.1413060346,false,0,0,,false,0,0,43167,43167,21,0,0,0,2,0,3,false,"MOVE_PENDING",0,0,21,21,0,0,0,21,0,21,0,0,9.177,17.924
