schemaVersion,runId,time,agent,position,x,y,target,action,actionSource,pathLength,stepDistance,totalDisplacement,moveUsePosition,moveX,moveY,clearTarget,clearUseTarget,clearX,clearY,clearRequestTarget,moveRequestTarget,moveCount,clearCount,restCount,otherActionCount,targetChangeCount,samePositionStreak,maxSamePositionStreak,possibleStuck,stuckStatus,failedMoveStreak,confirmedStuckEvents,clearModuleCalls,clearNullResults,clearActionResults,clearMoveResults,clearRestResults,moveModuleCalls,moveNullResults,moveActionResults,moveRestResults,fallbackRestCount,clearCalcUs,moveCalcUs
"URF_POLICE_OBS_V2","20260912-173002",1,807215255,42036,215397.0,1376189.0,44689,"MOVE","MOVE_MODULE",44,0.0,0.0,false,0,0,,false,0,0,44689,44689,1,0,0,0,1,0,0,false,"MOVE_PENDING",0,0,1,1,0,0,0,1,0,1,0,0,1.764,1381.653
"URF_POLICE_OBS_V2","20260912-173002",2,807215255,42036,213758.0,1372047.0,44689,"MOVE","MOVE_MODULE",44,4454.490431014528,4454.490431014528,false,0,0,,false,0,0,44689,44689,2,0,0,0,1,1,1,false,"MOVE_PENDING",0,0,2,2,0,0,0,2,0,2,0,0,14.006,1965.205
"URF_POLICE_OBS_V2","20260912-173002",3,807215255,42036,213741.0,1372011.0,44689,"MOVE","MOVE_MODULE",44,39.81205847478876,4494.302489489317,false,0,0,,false,0,0,44689,44689,3,0,0,0,1,2,2,false,"MOVE_PENDING",1,0,3,3,0,0,0,3,0,3,0,0,9.708,2756.725
"URF_POLICE_OBS_V2","20260912-173002",4,807215255,39465,241550.0,1355507.0,44689,"MOVE","MOVE_MODULE",41,32337.632829259474,36831.93531874879,false,0,0,,false,0,0,44689,44689,4,0,0,0,1,0,2,false,"MOVE_PENDING",0,0,4,4,0,0,0,4,0,4,0,0,6.212,637.933
"URF_POLICE_OBS_V2","20260912-173002",5,807215255,39465,277673.0,1338672.0,44689,"MOVE","MOVE_MODULE",41,39853.335544217625,76685.27086296641,false,0,0,,false,0,0,44689,44689,5,0,0,0,1,1,2,false,"MOVE_PENDING",0,0,5,5,0,0,0,5,0,5,0,0,5.27,272.85
"URF_POLICE_OBS_V2","20260912-173002",6,807215255,40463,313801.0,1321846.0,44689,"MOVE","MOVE_MODULE",40,39854.06704465681,116539.33790762322,false,0,0,,false,0,0,44689,44689,6,0,0,0,1,0,2,false,"MOVE_PENDING",0,0,6,6,0,0,0,6,0,6,0,0,5.57,352.74
"URF_POLICE_OBS_V2","20260912-173002",7,807215255,39466,349922.0,1305005.0,44689,"MOVE","MOVE_MODULE",39,39854.05778587671,156393.39569349994,false,0,0,,false,0,0,44689,44689,7,0,0,0,1,0,2,false,"MOVE_PENDING",0,0,7,7,0,0,0,7,0,7,0,0,5.52,212.858
"URF_POLICE_OBS_V2","20260912-173002",8,807215255,39535,354716.0,1282942.0,44689,"MOVE","MOVE_MODULE",33,22577.829944438858,178971.2256379388,false,0,0,,false,0,0,44689,44689,8,0,0,0,1,0,2,false,"MOVE_PENDING",0,0,8,8,0,0,0,8,0,8,0,0,16.07,185.958
"URF_POLICE_OBS_V2","20260912-173002",9,807215255,39535,328768.0,1252705.0,44689,"MOVE","MOVE_MODULE",33,39844.383205164566,218815.60884310337,false,0,0,,false,0,0,44689,44689,9,0,0,0,1,1,2,false,"MOVE_PENDING",0,0,9,9,0,0,0,9,0,9,0,0,15.849,413.994
"URF_POLICE_OBS_V2","20260912-173002",10,807215255,40094,302936.0,1222357.0,44689,"MOVE","MOVE_MODULE",31,39853.39794797929,258669.00679108268,false,0,0,,false,0,0,44689,44689,10,0,0,0,1,0,2,false,"MOVE_PENDING",0,0,10,10,0,0,0,10,0,10,0,0,6.201,202.548
"URF_POLICE_OBS_V2","20260912-173002",11,807215255,40094,277678.0,1193277.0,44689,"MOVE","MOVE_MODULE",31,38517.69676395514,297186.7035550378,false,0,0,,false,0,0,44689,44689,11,0,0,0,1,1,2,false,"MOVE_PENDING",0,0,11,11,0,0,0,11,0,11,0,0,6.832,695.801
"URF_POLICE_OBS_V2","20260912-173002",12,807215255,40094,252269.0,1162573.0,44689,"MOVE","MOVE_MODULE",31,39854.14529255395,337040.8488475917,false,0,0,,false,0,0,44689,44689,12,0,0,0,1,2,2,false,"MOVE_PENDING",0,0,12,12,0,0,0,12,0,12,0,0,20.167,984.43
"URF_POLICE_OBS_V2","20260912-173002",13,807215255,40094,226859.0,1131870.0,44689,"MOVE","MOVE_MODULE",31,39854.01245796965,376894.8613055614,false,0,0,,false,0,0,44689,44689,13,0,0,0,1,3,3,false,"MOVE_PENDING",0,0,13,13,0,0,0,13,0,13,0,0,5.941,748.73
"URF_POLICE_OBS_V2","20260912-173002",14,807215255,39995,254418.0,1111518.0,44689,"MOVE","MOVE_MODULE",29,34259.340113318,411154.2014188794,false,0,0,,false,0,0,44689,44689,14,0,0,0,1,0,3,false,"MOVE_PENDING",0,0,14,14,0,0,0,14,0,14,0,0,6.533,251.33
"URF_POLICE_OBS_V2","20260912-173002",15,807215255,39568,257292.0,1083344.0,44689,"MOVE","MOVE_MODULE",27,28320.207485115643,439474.408903995,false,0,0,,false,0,0,44689,44689,15,0,0,0,1,0,3,false,"MOVE_PENDING",0,0,15,15,0,0,0,15,0,15,0,0,5.68,153.527
"URF_POLICE_OBS_V2","20260912-173002",16,807215255,39350,243437.0,1051488.0,44689,"MOVE","MOVE_MODULE",25,34738.53423793238,474212.94314192736,false,0,0,,false,0,0,44689,44689,16,0,0,0,1,0,3,false,"MOVE_PENDING",0,0,16,16,0,0,0,16,0,16,0,0,6.592,144.16
"URF_POLICE_OBS_V2","20260912-173002",17,807215255,39350,279018.0,1034730.0,44689,"MOVE","MOVE_MODULE",25,39329.863017813834,513542.8061597412,false,0,0,,false,0,0,44689,44689,17,0,0,0,1,1,3,false,"MOVE_PENDING",0,0,17,17,0,0,0,17,0,17,0,0,4.97,147.666
"URF_POLICE_OBS_V2","20260912-173002",18,807215255,39350,314234.0,1018337.0,44689,"MOVE","MOVE_MODULE",25,38844.52477505678,552387.330934798,false,0,0,,false,0,0,44689,44689,18,0,0,0,1,2,3,false,"MOVE_PENDING",0,0,18,18,0,0,0,18,0,18,0,0,14.157,552.985
"URF_POLICE_OBS_V2","20260912-173002",19,807215255,39351,349541.0,1002639.0,44689,"MOVE","MOVE_MODULE",23,38639.50637624658,591026.8373110446,false,0,0,,false,0,0,44689,44689,19,0,0,0,1,0,3,false,"MOVE_PENDING",0,0,19,19,0,0,0,19,0,19,0,0,5.891,123.341
"URF_POLICE_OBS_V2","20260912-173002",20,807215255,39351,385669.0,985828.0,44689,"MOVE","MOVE_MODULE",23,39847.73651037158,630874.5738214161,false,0,0,,false,0,0,44689,44689,20,0,0,0,1,1,3,false,"MOVE_PENDING",0,0,20,20,0,0,0,20,0,20,0,0,7.063,910.813
"URF_POLICE_OBS_V2","20260912-173002",21,807215255,39351,420999.0,968559.0,44689,"MOVE","MOVE_MODULE",23,39324.63936261844,670199.2131840346,false,0,0,,false,0,0,44689,44689,21,0,0,0,1,2,3,false,"MOVE_PENDING",0,0,21,21,0,0,0,21,0,21,0,0,5.6,149.86
